설치장소,설치목적,촬영범위,촬영시간,녹화물보관기간,관리책임자,카메라번호,검색용주소,latitude,longitude,좌표변환상태
경상남도 창원시 마산회원구 합성시장길 46(동마산시장 앞2),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 합성시장길 46,35.2404031523606,128.587289713442,성공
"경상남도 창원시 마산회원구 합성남18길 21, (합성동)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 합성남18길 21,35.2351616284995,128.590958414467,성공
경상남도 창원시 마산회원구 합성동 167-10 (공원놀이터),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 합성동 167-10,35.2416874193515,128.588593542849,성공
"경상남도 창원시 마산회원구 금강로 35, (합성동)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 금강로 35,35.2395759599414,128.578937165552,성공
"경상남도 창원시 마산회원구 합성동7길 41, (합성동)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 합성동7길 41,35.2425006641564,128.590070685811,성공
"경상남도 창원시 마산회원구 합성동7길 41, (합성동)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 합성동7길 41,35.2425006641564,128.590070685811,성공
"경상남도 창원시 마산회원구 합성남2길 49, (합성동-은하탕 앞)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 합성남2길 49,35.2395655897001,128.586915498359,성공
"경상남도 창원시 마산회원구 합성남2길 49, (합성동-은하탕 앞)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 합성남2길 49,35.2395655897001,128.586915498359,성공
"경상남도 창원시 마산회원구 합성남2길 49, (합성동-은하탕 앞)_3",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 마산회원구 합성남2길 49,35.2395655897001,128.586915498359,성공
경상남도 창원시 마산회원구 구암1동 279-1 (공원놀이터 앞),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 구암1동 279-1,35.2535113007749,128.59373857778,성공
경상남도 창원시 마산회원구 구암동 267-1 (공원놀이터),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 구암동 267-1,35.2548532221769,128.59686254473,성공
경상남도 창원시 마산회원구 구암동 273-13_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 구암동 273-13,35.2553530956623,128.59456274558,성공
경상남도 창원시 마산회원구 구암동 273-13_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 구암동 273-13,35.2553530956623,128.59456274558,성공
"경상남도 창원시 마산회원구 구암서1길 215, (구암동)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 구암서1길 215,35.2518532116421,128.59955080029,성공
"경상남도 창원시 마산회원구 구암서1길 215, (구암동)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 구암서1길 215,35.2518532116421,128.59955080029,성공
경상남도 창원시 마산회원구 구암북11길 60(한성아파트 나동 앞)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 구암북11길 60,35.256706422094,128.596151873864,성공
경상남도 창원시 마산회원구 구암북11길 60(한성아파트 나동 앞)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 구암북11길 60,35.256706422094,128.596151873864,성공
경상남도 창원시 마산회원구 구암북12길 2_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 구암북12길 2,35.255066545038,128.598554786431,성공
경상남도 창원시 마산회원구 구암북12길 2_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 구암북12길 2,35.255066545038,128.598554786431,성공
경상남도 창원시 마산회원구 구암북12길 2_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 마산회원구 구암북12길 2,35.255066545038,128.598554786431,성공
경상남도 창원시 마산회원구 구암서6길 7_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 구암서6길 7,35.2481212682089,128.591949106292,성공
경상남도 창원시 마산회원구 구암서6길 7_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 구암서6길 7,35.2481212682089,128.591949106292,성공
경상남도 창원시 마산회원구 구암서6길 7_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 마산회원구 구암서6길 7,35.2481212682089,128.591949106292,성공
경상남도 창원시 마산회원구 구암북10길 53,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 구암북10길 53,35.2555291322693,128.594765830771,성공
"경상남도 창원시 마산회원구 구암동정길 53, (구암동)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 구암동정길 53,35.2531673084179,128.600087948056,성공
"경상남도 창원시 마산회원구 구암남10길 26, (구암동)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 구암남10길 26,35.2495329883951,128.599156288228,성공
"경상남도 창원시 마산회원구 구암남12길 32, (구암동)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 구암남12길 32,35.251074541345,128.602037687188,성공
경상남도 창원시 마산회원구 구암동1길 1(고물상 앞)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 구암동1길 1,35.2504713124686,128.596995991986,성공
경상남도 창원시 마산회원구 구암동1길 1(고물상 앞)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 구암동1길 1,35.2504713124686,128.596995991986,성공
경상남도 창원시 마산회원구 봉암동 450-19 (공원놀이터),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 봉암동 450-19,35.22281843805,128.59687138044,성공
경상남도 창원시 마산회원구 봉암북3길 54-1_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 봉암북3길 54-1,,,확인 필요
경상남도 창원시 마산회원구 봉암북3길 54-1_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 봉암북3길 54-1,,,확인 필요
"경상남도 창원시 진해구 인사로17번길 1, (제황산동)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 인사로17번길 1,35.1505888027515,128.668753110119,성공
"경상남도 창원시 진해구 인사로17번길 1, (제황산동)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 인사로17번길 1,35.1505888027515,128.668753110119,성공
"경상남도 창원시 진해구 편백로19번길 4, (창선동-예지어린이집 앞)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 편백로19번길 4,35.1496691462791,128.658262247169,성공
"경상남도 창원시 진해구 편백로19번길 4, (창선동-예지어린이집 앞)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 편백로19번길 4,35.1496691462791,128.658262247169,성공
경상남도 창원시 진해구 제황산동 28-718_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 제황산동 28-718,35.1491350397543,128.666257749396,성공
경상남도 창원시 진해구 제황산동 28-718_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 제황산동 28-718,35.1491350397543,128.666257749396,성공
경상남도 창원시 진해구 제황산동 28-6(제황산공원),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 진해구 제황산동 28-6,35.1489123275014,128.663990535025,성공
경상남도 창원시 진해구 중원동로 49(한국통신 진해지점 앞)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 중원동로 49,35.1488793084246,128.661162865174,성공
경상남도 창원시 진해구 중원동로 49(한국통신 진해지점 앞)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 중원동로 49,35.1488793084246,128.661162865174,성공
경상남도 창원시 진해구 태평로58번길 6-1(해군아파트 옆 골목)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 태평로58번길 6-1,35.1450761855073,128.665403984055,성공
경상남도 창원시 진해구 태평로58번길 6-1(해군아파트 옆 골목)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 태평로58번길 6-1,35.1450761855073,128.665403984055,성공
경상남도 창원시 진해구 태평로58번길 6-1(해군아파트 옆 골목)_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 진해구 태평로58번길 6-1,35.1450761855073,128.665403984055,성공
경상남도 창원시 진해구 태평로58번길 6-1(해군아파트 옆 골목)_4,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,4,경상남도 창원시 진해구 태평로58번길 6-1,35.1450761855073,128.665403984055,성공
"경상남도 창원시 진해구 충장로130번길 9, (충무동-중앙시장 내)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 충장로130번길 9,35.1511431710183,128.666191711208,성공
"경상남도 창원시 진해구 충장로130번길 9, (충무동-중앙시장 내)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 충장로130번길 9,35.1511431710183,128.666191711208,성공
경상남도 창원시 진해구 화천동 472 (농협중앙회 중앙지점 앞),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 진해구 화천동 472,,,확인 필요
경상남도 창원시 진해구 충장로176번길 5-1(동의요양병원 뒤 골목)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 충장로176번길 5-1,35.1516067462309,128.671217370548,성공
경상남도 창원시 진해구 충장로176번길 5-1(동의요양병원 뒤 골목)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 충장로176번길 5-1,35.1516067462309,128.671217370548,성공
"경상남도 창원시 진해구 여좌로123번길 22, (여좌동-창녕빌라 앞)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 여좌로123번길 22,35.1617735227481,128.660799735866,성공
"경상남도 창원시 진해구 여좌로123번길 22, (여좌동-창녕빌라 앞)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 여좌로123번길 22,35.1617735227481,128.660799735866,성공
경상남도 창원시 진해구 여좌동 924-34 (태백노인당 앞)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 여좌동 924-34,35.1551692349708,128.668706091046,성공
경상남도 창원시 진해구 여좌동 924-34 (태백노인당 앞)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 여좌동 924-34,35.1551692349708,128.668706091046,성공
"경상남도 창원시 진해구 여좌로40번길 30, (여좌동-대야초교 밑 주택가)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 여좌로40번길 30,35.157636076207,128.663727499122,성공
"경상남도 창원시 진해구 여좌로40번길 30, (여좌동-대야초교 밑 주택가)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 여좌로40번길 30,35.157636076207,128.663727499122,성공
"경상남도 창원시 진해구 여좌로58번길 12-15, (여좌동-대야초교 및 주택가)_3",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 진해구 여좌로58번길 12-15,35.1576991740181,128.663457620343,성공
"경상남도 창원시 진해구 여좌로58번길 12-15, (여좌동-대야초교 및 주택가)_4",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,4,경상남도 창원시 진해구 여좌로58번길 12-15,35.1576991740181,128.663457620343,성공
경상남도 창원시 진해구 여좌로118번다길 1(여좌동 주택밀집지역)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 여좌로118번다길 1,35.1628087556788,128.663834174464,성공
경상남도 창원시 진해구 여좌로118번다길 1(여좌동 주택밀집지역)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 여좌로118번다길 1,35.1628087556788,128.663834174464,성공
경상남도 창원시 진해구 여좌로118번다길 1(여좌동 주택밀집지역)_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 진해구 여좌로118번다길 1,35.1628087556788,128.663834174464,성공
경상남도 창원시 진해구 여좌로56번길 14(주택 밀집지역)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 여좌로56번길 14,35.1563649885529,128.664245139243,성공
경상남도 창원시 진해구 여좌로56번길 14(주택 밀집지역)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 여좌로56번길 14,35.1563649885529,128.664245139243,성공
경상남도 창원시 진해구 여좌로56번길 14(주택 밀집지역)_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 진해구 여좌로56번길 14,35.1563649885529,128.664245139243,성공
경상남도 창원시 진해구 여좌로38번길 6_1 육대부지 맞은편,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 진해구 여좌로38번길 6_1 육대부지 맞은편,,,확인 필요
경상남도 창원시 진해구 여좌로38번길 6_2 육대부지 맞은편,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 진해구 여좌로38번길 6_2 육대부지 맞은편,,,확인 필요
경상남도 창원시 진해구 대야남로67번길 15(대야 동 어린이놀이터)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 대야남로67번길 15,35.1560257181179,128.671239175664,성공
경상남도 창원시 진해구 대야남로67번길 15(대야 동 어린이놀이터)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 대야남로67번길 15,35.1560257181179,128.671239175664,성공
경상남도 창원시 진해구 대야남로67번길 15(대야 동 어린이놀이터)_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 진해구 대야남로67번길 15,35.1560257181179,128.671239175664,성공
"경상남도 창원시 진해구 중초로37번길 6-1, (경화동-중부시장 부근 주택가)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 진해구 중초로37번길 6-1,35.1565930760254,128.680583674689,성공
"경상남도 창원시 진해구 경화로37번길 28, (경화동-경화어린이집 앞)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 경화로37번길 28,35.1567329500091,128.683205531593,성공
"경상남도 창원시 진해구 경화로37번길 28, (경화동-경화어린이집 앞)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 경화로37번길 28,35.1567329500091,128.683205531593,성공
"경상남도 창원시 진해구 경화로37번길 28, (경화동-경화어린이집 앞)_3",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 진해구 경화로37번길 28,35.1567329500091,128.683205531593,성공
"경상남도 창원시 진해구 경화로37번길 28, (경화동-경화어린이집 앞)_4",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,4,경상남도 창원시 진해구 경화로37번길 28,35.1567329500091,128.683205531593,성공
"경상남도 창원시 진해구 충장로245번길 24, (경화동-부일탕 옆)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 충장로245번길 24,35.1557939191836,128.67879917496,성공
"경상남도 창원시 진해구 충장로245번길 24, (경화동-부일탕 옆)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 충장로245번길 24,35.1557939191836,128.67879917496,성공
"경상남도 창원시 진해구 충장로245번길 24, (경화동-부일탕 옆)_3",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 진해구 충장로245번길 24,35.1557939191836,128.67879917496,성공
"경상남도 창원시 진해구 충장로245번길 24, (경화동-부일탕 옆)_4",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,4,경상남도 창원시 진해구 충장로245번길 24,35.1557939191836,128.67879917496,성공
"경상남도 창원시 진해구 경화로15번길 40, (경화동-세림탕 앞)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 경화로15번길 40,35.1546680898369,128.682009356272,성공
"경상남도 창원시 진해구 경화로15번길 40, (경화동-세림탕 앞)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 경화로15번길 40,35.1546680898369,128.682009356272,성공
"경상남도 창원시 진해구 경화로15번길 40, (경화동-세림탕 앞)_3",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 진해구 경화로15번길 40,35.1546680898369,128.682009356272,성공
"경상남도 창원시 진해구 충장로337번길 28, (경화동-경화동 플러스빌 옆 사거리)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 진해구 충장로337번길 28,35.1560707181973,128.688845479755,성공
"경상남도 창원시 진해구 병암북로8번길 11, 경상남도 창원시 진해구_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,"경상남도 창원시 진해구 병암북로8번길 11, 경상남도 창원시 진해구",35.1609487500837,128.691760673563,성공
"경상남도 창원시 진해구 병암북로8번길 11, 경상남도 창원시 진해구_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,"경상남도 창원시 진해구 병암북로8번길 11, 경상남도 창원시 진해구",35.1609487500837,128.691760673563,성공
경상남도 창원시 진해구 진해대로624번길 10(경화문화의집 입구 사거리)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 진해대로624번길 10,35.1573540243567,128.684032691171,성공
경상남도 창원시 진해구 진해대로624번길 10(경화문화의집 입구 사거리)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 진해대로624번길 10,35.1573540243567,128.684032691171,성공
경상남도 창원시 진해구 진해대로624번길 10(경화문화의집 입구 사거리)_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 진해구 진해대로624번길 10,35.1573540243567,128.684032691171,성공
경상남도 창원시 진해구 진해대로624번길 10(경화문화의집 입구 사거리)_4,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,4,경상남도 창원시 진해구 진해대로624번길 10,35.1573540243567,128.684032691171,성공
경상남도 창원시 진해구 경화시장로 52-1(경화시장 협진빌라 사거리)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 경화시장로 52-1,35.1583116909647,128.690720166288,성공
경상남도 창원시 진해구 경화시장로 52-1(경화시장 협진빌라 사거리)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 경화시장로 52-1,35.1583116909647,128.690720166288,성공
경상남도 창원시 진해구 경화시장로 52-1(경화시장 협진빌라 사거리)_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 진해구 경화시장로 52-1,35.1583116909647,128.690720166288,성공
경상남도 창원시 진해구 경화시장로 52-1(경화시장 협진빌라 사거리)_4,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,4,경상남도 창원시 진해구 경화시장로 52-1,35.1583116909647,128.690720166288,성공
경상남도 창원시 진해구 경화로16번길 21(병암동주민센터 옆 놀이터)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 경화로16번길 21,35.1548928023949,128.688678256511,성공
경상남도 창원시 진해구 경화로16번길 21(병암동주민센터 옆 놀이터)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 경화로16번길 21,35.1548928023949,128.688678256511,성공
경상남도 창원시 진해구 경화로16번길 21(병암동주민센터 옆 놀이터)_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 진해구 경화로16번길 21,35.1548928023949,128.688678256511,성공
경상남도 창원시 진해구 진해대로 597번길 8-13_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 진해대로 597번길 8-13,35.1584553249457,128.681652106951,성공
경상남도 창원시 진해구 진해대로 597번길 8-13_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 진해대로 597번길 8-13,35.1584553249457,128.681652106951,성공
"경상남도 창원시 진해구 냉천로36번길 11, (석동-석동골 수정갈비 옆)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 냉천로36번길 11,35.1500939665441,128.702256304126,성공
"경상남도 창원시 진해구 냉천로36번길 11, (석동-석동골 수정갈비 옆)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 냉천로36번길 11,35.1500939665441,128.702256304126,성공
"경상남도 창원시 진해구 냉천로36번길 11, (석동-석동골 수정갈비 옆)_3",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 진해구 냉천로36번길 11,35.1500939665441,128.702256304126,성공
"경상남도 창원시 진해구 냉천로36번길 11, (석동-석동골 수정갈비 옆)_4",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,4,경상남도 창원시 진해구 냉천로36번길 11,35.1500939665441,128.702256304126,성공
"경상남도 창원시 진해구 동진로61번길 31, 경상남도 창원시 진해구 _1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,"경상남도 창원시 진해구 동진로61번길 31, 경상남도 창원시 진해구",35.1530006864082,128.705139920299,성공
"경상남도 창원시 진해구 동진로61번길 31, 경상남도 창원시 진해구 _2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,"경상남도 창원시 진해구 동진로61번길 31, 경상남도 창원시 진해구",35.1530006864082,128.705139920299,성공
"경상남도 창원시 진해구 동진로61번길 31, 경상남도 창원시 진해구 _3",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,"경상남도 창원시 진해구 동진로61번길 31, 경상남도 창원시 진해구",35.1530006864082,128.705139920299,성공
경상남도 창원시 진해구 석동 86(만리들),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 진해구 석동 86,35.1530566088895,128.700803291583,성공
경상남도 창원시 진해구 석동 182경상남도 창원시 진해구 ,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 진해구 석동 182경상남도 창원시 진해구,35.153143436797,128.704346138413,성공
경상남도 창원시 진해구 석동 216(동부),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 진해구 석동 216,35.1559339981623,128.701781677435,성공
경상남도 창원시 진해구 석동 671(우림필유),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 진해구 석동 671,35.1582958114311,128.695473060988,성공
경상남도 창원시 진해구 석동 113-3(이동제3),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 진해구 석동 113-3,35.1506792889831,128.705781558194,성공
경상남도 창원시 진해구 진해대로823번길 7(경찰서 뒤 으뜸유치원)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 진해대로823번길 7,35.1570542453617,128.704996929405,성공
경상남도 창원시 진해구 진해대로823번길 7(경찰서 뒤 으뜸유치원)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 진해대로823번길 7,35.1570542453617,128.704996929405,성공
경상남도 창원시 진해구 진해대로823번길 7(경찰서 뒤 으뜸유치원)_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 진해구 진해대로823번길 7,35.1570542453617,128.704996929405,성공
경상남도 창원시 진해구 진해대로823번길 7(경찰서 뒤 으뜸유치원)_4,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,4,경상남도 창원시 진해구 진해대로823번길 7,35.1570542453617,128.704996929405,성공
경상남도 창원시 진해구 진해대로874번길 5-8(석동 원룸지역 내 공원)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 진해대로874번길 5-8,35.1510231946266,128.70586488912,성공
경상남도 창원시 진해구 진해대로874번길 5-8(석동 원룸지역 내 공원)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 진해대로874번길 5-8,35.1510231946266,128.70586488912,성공
경상남도 창원시 진해구 진해대로874번길 5-8(석동 원룸지역 내 공원)_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 진해구 진해대로874번길 5-8,35.1510231946266,128.70586488912,성공
경상남도 창원시 진해구 이동 539-24 (홈플러스 뒤)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 이동 539-24,,,확인 필요
경상남도 창원시 진해구 이동 539-24 (홈플러스 뒤)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 이동 539-24,,,확인 필요
"경상남도 창원시 진해구 충장로446번길 56-4, (이동-경남 한울타리 앞)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 충장로446번길 56-4,35.1491749033044,128.692434422881,성공
"경상남도 창원시 진해구 충장로446번길 56-4, (이동-경남 한울타리 앞)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 충장로446번길 56-4,35.1491749033044,128.692434422881,성공
"경상남도 창원시 진해구 충장로446번길 56-4, (이동-경남 한울타리 앞)_3",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 진해구 충장로446번길 56-4,35.1491749033044,128.692434422881,성공
"경상남도 창원시 진해구 충장로446번길 56-4, (이동-경남 한울타리 앞)_4",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,4,경상남도 창원시 진해구 충장로446번길 56-4,35.1491749033044,128.692434422881,성공
"경상남도 창원시 진해구 이동로14번길 27, (이동-이동택지 민화슈퍼 사거리)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 진해구 이동로14번길 27,35.1484463788863,128.693528659613,성공
"경상남도 창원시 진해구 냉천로 22, 경상남도 창원시 진해구 _1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,"경상남도 창원시 진해구 냉천로 22, 경상남도 창원시 진해구",35.1503240171443,128.700275790397,성공
"경상남도 창원시 진해구 냉천로 22, 경상남도 창원시 진해구 _2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,"경상남도 창원시 진해구 냉천로 22, 경상남도 창원시 진해구",35.1503240171443,128.700275790397,성공
"경상남도 창원시 진해구 냉천로 22, 경상남도 창원시 진해구 _3",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,"경상남도 창원시 진해구 냉천로 22, 경상남도 창원시 진해구",35.1503240171443,128.700275790397,성공
경상남도 창원시 진해구 이동로69번길 6(이동 놀이터 앞)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 진해구 이동로69번길 6,35.1520665395491,128.699440791732,성공
경상남도 창원시 진해구 이동로69번길 6(이동 놀이터 앞)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 진해구 이동로69번길 6,35.1520665395491,128.699440791732,성공
