경로당명,도로명주소,지오코딩용주소,위도,경도,검색결과주소,매칭점수
경민시티빌경로당,"경상남도 창원시 마산합포구 해안대로 91 (해운동,경민시티빌아파트)",경상남도 창원시 마산합포구 해안대로 91,35.184095327362,128.563448101545,경상남도 창원시 마산합포구 해운동 해안대로 91,100.0
해운동성아파트경로당,"경상남도 창원시 마산합포구 월영동16길 17 (해운동,해운동성아파트)",경상남도 창원시 마산합포구 월영동16길 17,35.18311389032,128.563893934974,경상남도 창원시 마산합포구 해운동 월영동16길 17,100.0
동아1차아파트경로당,"경상남도 창원시 마산합포구 월영남로 43 (월영동,동아1차아파트)",경상남도 창원시 마산합포구 월영남로 43,35.17553308754,128.559050619863,경상남도 창원시 마산합포구 월영동 월영남로 43,100.0
대동아파트경로당,"경상남도 창원시 마산합포구 월영남로 42 (월영동,대동아파트)",경상남도 창원시 마산합포구 월영남로 42,35.174857757601,128.558562541641,경상남도 창원시 마산합포구 월영동 월영남로 42,100.0
월영현대아파트경로당,"경상남도 창원시 마산합포구 월영마을로 12 (월영동,월영현대아파트)",경상남도 창원시 마산합포구 월영마을로 12,35.174837305758,128.557370802647,경상남도 창원시 마산합포구 월영동 월영마을로 12,100.0
현대산업1차아파트경로당,"경상남도 창원시 마산합포구 월영마을로 7 (월영동,현대산업1차아파트)",경상남도 창원시 마산합포구 월영마을로 7,35.173970700788,128.558154929689,경상남도 창원시 마산합포구 월영동 월영마을로 7,100.0
동아2차아파트남성경로당,"경상남도 창원시 마산합포구 월영마을로 29 (월영동,동아2차아파트)",경상남도 창원시 마산합포구 월영마을로 29,35.17185745536,128.558464473373,경상남도 창원시 마산합포구 월영동 월영마을로 29,100.0
동아2차아파트여성경로당,"경상남도 창원시 마산합포구 월영마을로 29 (월영동,동아2차아파트)",경상남도 창원시 마산합포구 월영마을로 29,35.17185745536,128.558464473373,경상남도 창원시 마산합포구 월영동 월영마을로 29,100.0
현대산업2차아파트경로당,"경상남도 창원시 마산합포구 월영마을로 52 (월영동,현대산업2차아파트)",경상남도 창원시 마산합포구 월영마을로 52,35.171641747081,128.558158533908,경상남도 창원시 마산합포구 월영동 월영마을로 52,100.0
월영현대3차경로당,"경상남도 창원시 마산합포구 월영마을로 32 (월영동,월영현대3차아파트)",경상남도 창원시 마산합포구 월영마을로 32,35.172033852512,128.556919688618,경상남도 창원시 마산합포구 월영동 월영마을로 32,100.0
월영새동네경로당,경상남도 창원시 마산합포구 월영남10길 23-3 (월영동),경상남도 창원시 마산합포구 월영남10길 23-3,35.175418171648,128.556964615619,경상남도 창원시 마산합포구 월영동 월영남10길 23-3,100.0
마린애시앙경로당,경상남도 창원시 마산합포구 가포순환로 33,경상남도 창원시 마산합포구 가포순환로 33,35.174365236971,128.567391954627,경상남도 창원시 마산합포구 월영동 가포순환로 33,100.0
산호남성경로당,경상남도 창원시 마산합포구 산호북10길 5-1(산호동),경상남도 창원시 마산합포구 산호북10길 5-1,35.218709318535,128.583231739971,경상남도 창원시 마산합포구 산호동 산호북10길 5-1,100.0
산호여성경로당,경상남도 창원시 마산합포구 산호북10길 5-1(산호동),경상남도 창원시 마산합포구 산호북10길 5-1,35.218709318535,128.583231739971,경상남도 창원시 마산합포구 산호동 산호북10길 5-1,100.0
산호중앙경로당,경상남도 창원시 마산합포구 산호남1길 31,경상남도 창원시 마산합포구 산호남1길 31,35.215394946381,128.581595927748,경상남도 창원시 마산합포구 산호동 산호남1길 31,100.0
산호현대남경로당,경상남도 창원시 마산합포구 산호서2길 46(산호동),경상남도 창원시 마산합포구 산호서2길 46,35.21708742027,128.578046527029,경상남도 창원시 마산합포구 산호동 산호서2길 46,100.0
산호현대여경로당,경상남도 창원시 마산합포구 산호서2길 46(산호동),경상남도 창원시 마산합포구 산호서2길 46,35.21708742027,128.578046527029,경상남도 창원시 마산합포구 산호동 산호서2길 46,100.0
가고파경로당,경상남도 창원시 마산합포구 산호북4길 60(산호동),경상남도 창원시 마산합포구 산호북4길 60,35.218624828951,128.585154129465,경상남도 창원시 마산합포구 산호동 산호북4길 60,100.0
합포남성경로당,경상남도 창원시 마산합포구 산호동6길48(산호동),경상남도 창원시 마산합포구 산호동6길48(산호동),35.21428438612,128.586956993019,경상남도 창원시 마산합포구 산호동 산호동6길 48,100.0
합포여성경로당,경상남도 창원시 마산합포구 산호동6길48(산호동),경상남도 창원시 마산합포구 산호동6길48(산호동),35.21428438612,128.586956993019,경상남도 창원시 마산합포구 산호동 산호동6길 48,100.0
삼성타운경로당,경상남도 창원시 마산합포구 산호북1길 15(산호동),경상남도 창원시 마산합포구 산호북1길 15,35.217238755532,128.583979657192,경상남도 창원시 마산합포구 산호동 산호북1길 15,100.0
대한아파트경로당,경상남도 창원시 마산합포구 산호북5길 26(산호동),경상남도 창원시 마산합포구 산호북5길 26,35.219990576254,128.58577179191,경상남도 창원시 마산합포구 산호동 산호북5길 26,100.0
경동리인아파트경로당,경상남도 창원시 마산합포구 산호동4길 6(산호동),경상남도 창원시 마산합포구 산호동4길 6,35.216476924353,128.588928249007,경상남도 창원시 마산합포구 산호동 산호동4길 6,100.0
자산남성경로당,"경상남도 창원시 마산합포구 자산동9길42, 2층(자산동)","경상남도 창원시 마산합포구 자산동9길42, 2층(자산동)",35.203857633846,128.5676072019,경상남도 창원시 마산합포구 자산동 자산동9길 42-2,99.58
자산여성경로당,"경상남도 창원시 마산합포구 자산동9길42, 1층(자산동)","경상남도 창원시 마산합포구 자산동9길42, 1층(자산동)",35.203859938869,128.567791352313,경상남도 창원시 마산합포구 자산동 자산동9길 42-1,99.58
상봉남성경로당,"경상남도 창원시 마산합포구 자산북4길18, 2층(자산동)","경상남도 창원시 마산합포구 자산북4길18, 2층(자산동)",35.206822019632,128.565125739465,경상남도 창원시 마산합포구 자산동 자산북4길 18,99.17
상봉여성경로당,"경상남도 창원시 마산합포구 자산북4길18, 1층(자산동)","경상남도 창원시 마산합포구 자산북4길18, 1층(자산동)",35.206822019632,128.565125739465,경상남도 창원시 마산합포구 자산동 자산북4길 18,99.17
학봉남성경로당,"경상남도 창원시 마산합포구 자산서5길51, 2층(자산동)","경상남도 창원시 마산합포구 자산서5길51, 2층(자산동)",35.20388495885,128.561831986793,경상남도 창원시 마산합포구 자산동 자산서5길 51,99.17
학봉여성경로당,"경상남도 창원시 마산합포구 자산서5길51, 1층(자산 동) ","경상남도 창원시 마산합포구 자산서5길51, 1층(자산 동)",35.203933154793,128.561730649584,경상남도 창원시 마산합포구 자산동 자산서5길 51-1,99.17
자산아파트경로당,경상남도 창원시 마산합포구 자산서14길26(자산동),경상남도 창원시 마산합포구 자산서14길26(자산동),35.200710229203,128.557989890016,경상남도 창원시 마산합포구 자산동 자산서14길 26,100.0
우성아파트경로당,경상남도 창원시 마산합포구 무학로378(자산동),경상남도 창원시 마산합포구 무학로378(자산동),35.203966179492,128.559769870974,경상남도 창원시 마산합포구 자산동 무학로 378,100.0
한우아파트1.2동경로당,경상남도 창원시 마산합포구 자산솔밭로52(자산동),경상남도 창원시 마산합포구 자산솔밭로52(자산동),35.202859432997,128.559499303139,경상남도 창원시 마산합포구 자산동 자산솔밭로 52,100.0
한우아파트3.5.6동경로당,경상남도 창원시 마산합포구 자산서11길6(자산동),경상남도 창원시 마산합포구 자산서11길6(자산동),35.202572101356,128.560437489562,경상남도 창원시 마산합포구 자산동 자산서11길 6,100.0
한우아파트9.10동경로당,경상남도 창원시 마산합포구 자산서12길3(자산동),경상남도 창원시 마산합포구 자산서12길3(자산동),35.203564895877,128.560225511231,경상남도 창원시 마산합포구 자산동 자산서12길 3,100.0
한우아파트11.12동경로당,경상남도 창원시 마산합포구 자산서13길29(자산동),경상남도 창원시 마산합포구 자산서13길29(자산동),35.202467243747,128.561051128693,경상남도 창원시 마산합포구 자산동 자산서13길 29,100.0
팔도아파트경로당,경상남도 창원시 마산합포구 자산삼거리로97(자산동),경상남도 창원시 마산합포구 자산삼거리로97(자산동),35.206665906686,128.563648848126,경상남도 창원시 마산합포구 자산동 자산삼거리로 97,100.0
 성호남성경로당 ,경상남도 창원시 마산합포구 성호서5길 13(성호동),경상남도 창원시 마산합포구 성호서5길 13,35.208531508785,128.570225708452,경상남도 창원시 마산합포구 성호동 성호서5길 13,100.0
 성호여성경로당 ,경상남도 창원시 마산합포구 성호서5길 13(성호동),경상남도 창원시 마산합포구 성호서5길 13,35.208531508785,128.570225708452,경상남도 창원시 마산합포구 성호동 성호서5길 13,100.0
 추산남성경로당 ,"경상남도 창원시 마산합포구 문신길 169(추산동,추산아파트)",경상남도 창원시 마산합포구 문신길 169,35.207024526413,128.570195030687,경상남도 창원시 마산합포구 추산동 문신길 169,100.0
 추산여성경로당 ,"경상남도 창원시 마산합포구 문신길 169(추산동,추산아파트)",경상남도 창원시 마산합포구 문신길 169,35.207024526413,128.570195030687,경상남도 창원시 마산합포구 추산동 문신길 169,100.0
 신추산남성경로당 ,경상남도 창원시 마산합포구 성호동2길 48(추산동),경상남도 창원시 마산합포구 성호동2길 48,35.209444842864,128.572301905869,경상남도 창원시 마산합포구 추산동 성호동2길 48,100.0
 신추산여성경로당 ,경상남도 창원시 마산합포구 성호동2길 48(추산동),경상남도 창원시 마산합포구 성호동2길 48,35.209444842864,128.572301905869,경상남도 창원시 마산합포구 추산동 성호동2길 48,100.0
 오동동남성경로당 ,경상남도 창원시 마산합포구 오동동10길 81-1(오동동),경상남도 창원시 마산합포구 오동동10길 81-1,35.207182902474,128.582549872148,경상남도 창원시 마산합포구 오동동 오동동10길 81-1,100.0
 오동동여성경로당 ,경상남도 창원시 마산합포구 오동북17길 1(오동동),경상남도 창원시 마산합포구 오동북17길 1,35.207690049525,128.578061362998,경상남도 창원시 마산합포구 오동동 오동북17길 1,100.0
 중성동여성경로당 ,경상남도 창원시 마산합포구 오동서17길 27(중성동),경상남도 창원시 마산합포구 오동서17길 27,35.20944006518,128.573329527198,경상남도 창원시 마산합포구 중성동 오동서17길 27,100.0
 기산아파트여성경로당 ,"경상남도 창원시 마산합포구 오동동14길 29, 3층(오동동,기산아파트)",경상남도 창원시 마산합포구 오동동14길 29,35.205269733074,128.580814315277,경상남도 창원시 마산합포구 오동동 오동동14길 29,100.0
 마린경로당 ,"경상남도 창원시 마산합포구 오동동14길67(오동동,중앙마린파이브아파트)","경상남도 창원시 마산합포구 오동동14길67(오동동,중앙마린파이브아파트)",35.206086889807,128.582973888315,경상남도 창원시 마산합포구 오동동 오동동14길 67,96.97
 동서남성경로당 ,경상남도 창원시 마산합포구 어시장8길 77(남성동),경상남도 창원시 마산합포구 어시장8길 77,35.202710109392,128.576686982334,경상남도 창원시 마산합포구 남성동 어시장8길 77,100.0
 동서여성경로당 ,경상남도 창원시 마산합포구 어시장8길 77(남성동),경상남도 창원시 마산합포구 어시장8길 77,35.202710109392,128.576686982334,경상남도 창원시 마산합포구 남성동 어시장8길 77,100.0
 서성경로당 ,경상남도 창원시 마산합포구 동서북2길 11 (서성동),경상남도 창원시 마산합포구 동서북2길 11,35.203804115394,128.572800629108,경상남도 창원시 마산합포구 서성동 동서북2길 11,100.0
 센트럴남성경로당 ,"경상남도 창원시 마산합포구 서성로 19 (신포동1가, 센트럴아파트)",경상남도 창원시 마산합포구 서성로 19,35.199071483314,128.570419581873,경상남도 창원시 마산합포구 신포동1가 서성로 19,100.0
 센트럴여성경로당 ,"경상남도 창원시 마산합포구 서성로 19 (신포동1가, 센트럴아파트)",경상남도 창원시 마산합포구 서성로 19,35.199071483314,128.570419581873,경상남도 창원시 마산합포구 신포동1가 서성로 19,100.0
 부림경로당 ,경상남도 창원시 마산합포구 동서서4길 6-26 (부림동),경상남도 창원시 마산합포구 동서서4길 6-26,35.205899591188,128.572410619153,경상남도 창원시 마산합포구 부림동 동서서4길 6-26,100.0
 신포경남경로당 ,"경상남도 창원시 마산합포구 동서남1길 25 (신포동2가, 경남신포맨션아파트)",경상남도 창원시 마산합포구 동서남1길 25,35.200991148688,128.570261080084,경상남도 창원시 마산합포구 신포동2가 동서남1길 25,100.0
 마산만아이파크경로당 ,"경상남도 창원시 마산합포구 제2부두로 17 (신포동1가, 마산만아이파크아파트)",경상남도 창원시 마산합포구 제2부두로 17,35.198041976056,128.573888013407,경상남도 창원시 마산합포구 신포동1가 제2부두로 17,100.0
 신포새롬미리내경로당 ,"경상남도 창원시 마산합포구 동서동3길 39 (신포동1가, 새롬미리내아파트)",경상남도 창원시 마산합포구 동서동3길 39,35.199817095511,128.571302447734,경상남도 창원시 마산합포구 신포동1가 동서동3길 39,100.0
 교방남성경로당 ,경상남도 창원시 마산합포구 교방동6길 15,경상남도 창원시 마산합포구 교방동6길 15,35.214436350025,128.566840090122,경상남도 창원시 마산합포구 교방동 교방동6길 15,100.0
 교방여성경로당 ,경상남도 창원시 마산합포구 교방동1길 84,경상남도 창원시 마산합포구 교방동1길 84,35.213670202165,128.567058606337,경상남도 창원시 마산합포구 교방동 교방동1길 84,100.0
 교방장수경로당 ,경상남도 창원시 마산합포구 교방서1길 35-1,경상남도 창원시 마산합포구 교방서1길 35-1,35.213296034007,128.564836396167,경상남도 창원시 마산합포구 교방동 교방서1길 35-1,100.0
 무학산블루밍경로당 ,경상남도 창원시 마산합포구 노산서18길 142,경상남도 창원시 마산합포구 노산서18길 142,35.215518495634,128.561879512184,경상남도 창원시 마산합포구 교방동 노산서18길 142,100.0
 무학자이아파트경로당 ,경상남도 창원시 마산합포구 노산서18길 19 ,경상남도 창원시 마산합포구 노산서18길 19,35.215173538409,128.56893347044,경상남도 창원시 마산합포구 교원동 노산서18길 19,100.0
 북마산남성경로당 ,경상남도 창원시  마산합포구 노산북1길 12-2,경상남도 창원시 마산합포구 노산북1길 12-2,35.214401607036,128.571630766881,경상남도 창원시 마산합포구 상남동 노산북1길 12-2,100.0
 북마산여성경로당 ,경상남도 창원시  마산합포구 노산북1길 12-2,경상남도 창원시 마산합포구 노산북1길 12-2,35.214401607036,128.571630766881,경상남도 창원시 마산합포구 상남동 노산북1길 12-2,100.0
 서광경로당 ,경상남도 창원시  마산합포구 노산북6길 26,경상남도 창원시 마산합포구 노산북6길 26,35.21406021212,128.572926692931,경상남도 창원시 마산합포구 상남동 노산북6길 26,100.0
 회산여성경로당 ,경상남도 창원시  마산합포구 노산남8길 2-29,경상남도 창원시 마산합포구 노산남8길 2-29,35.214882686369,128.570304330704,경상남도 창원시 마산합포구 상남동 노산남8길 2-29,100.0
 교원경로당 ,경상남도 창원시  마산합포구 노산남9길 14,경상남도 창원시 마산합포구 노산남9길 14,35.212720155349,128.570671206606,경상남도 창원시 마산합포구 교원동 노산남9길 14,100.0
 상남경로당 ,경상남도 창원시  마산합포구 노산동2길 18,경상남도 창원시 마산합포구 노산동2길 18,35.213096754259,128.575319307193,경상남도 창원시 마산합포구 상남동 노산동2길 18,100.0
 회남여성경로당 ,경상남도 창원시  마산합포구 노산동2길 18,경상남도 창원시 마산합포구 노산동2길 18,35.213096754259,128.575319307193,경상남도 창원시 마산합포구 상남동 노산동2길 18,100.0
 롯데캐슬프리미어아파트경로당 ,경상남도 창원시  마산합포구 노산서18길 80,경상남도 창원시 마산합포구 노산서18길 80,35.215395407386,128.567020720135,경상남도 창원시 마산합포구 교방동 노산서18길 80,100.0
구복남성경로당,경상남도 창원시 마산합포구 구산면 구복길 49,경상남도 창원시 마산합포구 구산면 구복길 49,35.069963268503,128.568157976758,경상남도 창원시 마산합포구 구산면 구복리 구복길 49,100.0
 구복여성경로당 ,경상남도 창원시 마산합포구 구산면 구복길 74,경상남도 창원시 마산합포구 구산면 구복길 74,35.070173151358,128.569391709086,경상남도 창원시 마산합포구 구산면 구복리 구복길 74,100.0
 구산경로당 ,경상남도 창원시 마산합포구 구산면 해양관광로1432,경상남도 창원시 마산합포구 구산면 해양관광로1432,35.089119018563,128.58336517987,경상남도 창원시 마산합포구 구산면 반동리 해양관광로 1432,100.0
 구산음달경로당 ,경상남도 창원시 마산합포구 구산면 구산로 566-1,경상남도 창원시 마산합포구 구산면 구산로 566-1,35.120643063039,128.580117611485,경상남도 창원시 마산합포구 구산면 수정리 구산로 566-1,100.0
 군령경로당 ,경상남도 창원시 마산합포구 구산면 석곡로 39,경상남도 창원시 마산합포구 구산면 석곡로 39,35.118574325516,128.544754697264,경상남도 창원시 마산합포구 구산면 석곡리 석곡로 39,100.0
 난포경로당 ,경상남도 창원시 마산합포구 구산면 난포1길 36,경상남도 창원시 마산합포구 구산면 난포1길 36,35.081240281035,128.604968529476,경상남도 창원시 마산합포구 구산면 난포리 난포1길 36,100.0
 내포남성경로당 ,경상남도 창원시 마산합포구 구산면 내포2길 95,경상남도 창원시 마산합포구 구산면 내포2길 95,35.098393049603,128.578677684338,경상남도 창원시 마산합포구 구산면 내포리 내포2길 95,100.0
 내포여성경로당 ,경상남도 창원시 마산합포구 구산면 내포2길 110,경상남도 창원시 마산합포구 구산면 내포2길 110,35.098648781468,128.578003024952,경상남도 창원시 마산합포구 구산면 내포리 내포2길 110,100.0
 명주경로당 ,경상남도 창원시 마산합포구 구산면 해양관광로 933,경상남도 창원시 마산합포구 구산면 해양관광로 933,35.107810872191,128.548660999419,경상남도 창원시 마산합포구 구산면 석곡리 해양관광로 933,100.0
 반동남성경로당 ,경상남도 창원시 마산합포구 구산면 반동길 88,경상남도 창원시 마산합포구 구산면 반동길 88,35.083847807294,128.582939463008,경상남도 창원시 마산합포구 구산면 반동리 반동길 88,100.0
 반동여성경로당 ,경상남도 창원시 마산합포구 구산면 반동길 90-1,경상남도 창원시 마산합포구 구산면 반동길 90-1,35.083791564723,128.582722539354,경상남도 창원시 마산합포구 구산면 반동리 반동길 90-1,100.0
 상마전경로당 ,경상남도 창원시 마산합포구 구산면 마전길 317-4,경상남도 창원시 마산합포구 구산면 마전길 317-4,35.129979706896,128.531762244427,경상남도 창원시 마산합포구 구산면 마전리 마전길 317-4,100.0
 석곡경로당 ,경상남도 창원시 마산합포구 구산면 아랫석곡길 26,경상남도 창원시 마산합포구 구산면 아랫석곡길 26,35.11541682068,128.563108718285,경상남도 창원시 마산합포구 구산면 석곡리 아랫석곡길 26,100.0
 수정남성경로당 ,경상남도 창원시 마산합포구 구산면 구산로 566-1,경상남도 창원시 마산합포구 구산면 구산로 566-1,35.120643063039,128.580117611485,경상남도 창원시 마산합포구 구산면 수정리 구산로 566-1,100.0
 수정여성경로당 ,경상남도 창원시 마산합포구 구산면 구산로 566-1,경상남도 창원시 마산합포구 구산면 구산로 566-1,35.120643063039,128.580117611485,경상남도 창원시 마산합포구 구산면 수정리 구산로 566-1,100.0
 신촌경로당 ,경상남도 창원시 마산합포구 구산면 구산신촌2길 45,경상남도 창원시 마산합포구 구산면 구산신촌2길 45,35.095035133462,128.585176090051,경상남도 창원시 마산합포구 구산면 옥계리 구산신촌2길 45,100.0
 실리도경로당 ,경상남도 창원시 마산합포구 구산면 실리섬길 13,경상남도 창원시 마산합포구 구산면 실리섬길 13,35.063536611881,128.63768133737,경상남도 창원시 마산합포구 구산면 심리 실리섬길 13,100.0
 심리경로당 ,경상남도 창원시 마산합포구 구산면 심리1길 40-1,경상남도 창원시 마산합포구 구산면 심리1길 40-1,35.069495684034,128.607112787947,경상남도 창원시 마산합포구 구산면 심리 심리1길 40-1,100.0
 안녕경로당 ,경상남도 창원시 마산합포구 구산면 안녕로 139,경상남도 창원시 마산합포구 구산면 안녕로 139,35.116859765312,128.595177712196,경상남도 창원시 마산합포구 구산면 수정리 안녕로 139,100.0
 양평경로당 ,경상남도 창원시 마산합포구 구산면 양평길 59-17,경상남도 창원시 마산합포구 구산면 양평길 59-17,35.083932757882,128.585672969271,경상남도 창원시 마산합포구 구산면 반동리 양평길 59-17,100.0
 옥계남성경로당 ,경상남도 창원시 마산합포구 구산면 옥계로 314-11,경상남도 창원시 마산합포구 구산면 옥계로 314-11,35.092582379045,128.611274738149,경상남도 창원시 마산합포구 구산면 옥계리 옥계로 314-11,100.0
 옥계여성경로당 ,경상남도 창원시 마산합포구 구산면 옥계로 304,경상남도 창원시 마산합포구 구산면 옥계로 304,35.093114210802,128.61147900513,경상남도 창원시 마산합포구 구산면 옥계리 옥계로 304,100.0
 용호경로당 ,경상남도 창원시 마산합포구 구산면 윗용호길 9,경상남도 창원시 마산합포구 구산면 윗용호길 9,35.07172166606,128.59776922902,경상남도 창원시 마산합포구 구산면 심리 윗용호길 9,100.0
 욱곡남성경로당 ,경상남도 창원시 마산합포구 구산면 욱곡1길 19,경상남도 창원시 마산합포구 구산면 욱곡1길 19,35.096397234637,128.557865921668,경상남도 창원시 마산합포구 구산면 내포리 욱곡1길 19,100.0
 욱곡여성경로당 ,경상남도 창원시 마산합포구 구산면 욱곡1길 19,경상남도 창원시 마산합포구 구산면 욱곡1길 19,35.096397234637,128.557865921668,경상남도 창원시 마산합포구 구산면 내포리 욱곡1길 19,100.0
 원전경로당 ,경상남도 창원시 마산합포구 구산면 이순신로 701,경상남도 창원시 마산합포구 구산면 이순신로 701,35.068145904256,128.630540291141,경상남도 창원시 마산합포구 구산면 심리 이순신로 701,100.0
 유산경로당 ,경상남도 창원시 마산합포구 구산면 유산1길 11,경상남도 창원시 마산합포구 구산면 유산1길 11,35.13023640268,128.556592878213,경상남도 창원시 마산합포구 구산면 유산리 유산1길 11,100.0
 유천경로당 ,경상남도 창원시 마산합포구 구산면 유천길 84 ,경상남도 창원시 마산합포구 구산면 유천길 84,35.13143019524,128.563519180083,경상남도 창원시 마산합포구 구산면 유산리 유천길 84,100.0
 장구경로당 ,경상남도 창원시 마산합포구 구산면 장구길 24-35,경상남도 창원시 마산합포구 구산면 장구길 24-35,35.080458207559,128.564449571336,경상남도 창원시 마산합포구 구산면 구복리 장구길 24-35,100.0
 하마전경로당 ,경상남도 창원시 마산합포구 구산면 마전길 53,경상남도 창원시 마산합포구 구산면 마전길 53,35.123610592039,128.537069330242,경상남도 창원시 마산합포구 구산면 마전리 마전길 53,100.0
 가고파아파트경로당 ,"경상남도 창원시  마산회원구 내서읍 상곡로 35,(가고파아파트)",경상남도 창원시 마산회원구 내서읍 상곡로 35,35.242872710918,128.501148265088,경상남도 창원시 마산회원구 내서읍 상곡리 상곡로 35,100.0
 감나무골경로당 ,경상남도 창원시  마산회원구 내서읍 감나무골길 187,경상남도 창원시 마산회원구 내서읍 감나무골길 187,35.193497811069,128.510842941939,경상남도 창원시 마산회원구 내서읍 신감리 감나무골길 187,100.0
 감천남성경로당 ,경상남도 창원시  마산회원구 내서읍 감천로 78,경상남도 창원시 마산회원구 내서읍 감천로 78,35.205364029484,128.517221151161,경상남도 창원시 마산회원구 내서읍 감천리 감천로 78,100.0
 감천여성경로당 ,경상남도 창원시  마산회원구 내서읍 감천로 78,경상남도 창원시 마산회원구 내서읍 감천로 78,35.205364029484,128.517221151161,경상남도 창원시 마산회원구 내서읍 감천리 감천로 78,100.0
 구미경로당 ,경상남도 창원시  마산회원구 내서읍 구미길 47,경상남도 창원시 마산회원구 내서읍 구미길 47,35.252982250067,128.521439930667,경상남도 창원시 마산회원구 내서읍 호계리 구미길 47,100.0
 구슬골경로당 ,경상남도 창원시  마산회원구 내서읍 윗구슬길 56-4,경상남도 창원시 마산회원구 내서읍 윗구슬길 56-4,35.241152325292,128.531467033798,경상남도 창원시 마산회원구 내서읍 중리 윗구슬길 56-4,100.0
 국제아파트경로당 ,"경상남도 창원시  마산회원구 내서읍 호계본동로 38,(호계국제아파트)",경상남도 창원시 마산회원구 내서읍 호계본동로 38,35.26446348767,128.52190110298,경상남도 창원시 마산회원구 내서읍 호계리 호계본동로 38,100.0
 내서읍경로당 ,경상남도 창원시  마산회원구 내서읍 중리 상곡로 124,경상남도 창원시 마산회원구 내서읍 중리 상곡로 124,35.248913947902,128.496462484523,경상남도 창원시 마산회원구 내서읍 상곡리 상곡로 124,98.8
 대동다숲아파트경로당 ,"경상남도 창원시  마산회원구 내서읍 삼계2길 31,(삼계대동다숲아파트)",경상남도 창원시 마산회원구 내서읍 삼계2길 31,35.229765803194,128.503680354219,경상남도 창원시 마산회원구 내서읍 삼계리 삼계2길 31,100.0
 대동이미지1단지아파트경로당 ,"경상남도 창원시  마산회원구 내서읍 광려로 28,(삼계대동이미지1차아파트)",경상남도 창원시 마산회원구 내서읍 광려로 28,35.222695961233,128.501291260357,경상남도 창원시 마산회원구 내서읍 삼계리 광려로 28,100.0
 대동이미지1단지아파트남성경로당 ,"경상남도 창원시  마산회원구 내서읍 광려로 28,(삼계대동이미지1차아파트)",경상남도 창원시 마산회원구 내서읍 광려로 28,35.222695961233,128.501291260357,경상남도 창원시 마산회원구 내서읍 삼계리 광려로 28,100.0
 대동이미지2단지경로당 ,"경상남도 창원시  마산회원구 내서읍 광려로 29,(삼계대동이미지2차아파트)",경상남도 창원시 마산회원구 내서읍 광려로 29,35.223318778548,128.503449768062,경상남도 창원시 마산회원구 내서읍 삼계리 광려로 29,100.0
 더푸른아파트경로당 ,"경상남도 창원시  마산회원구 내서읍 삼계10길 22,(삼계1주공아파트)",경상남도 창원시 마산회원구 내서읍 삼계10길 22,35.235001181827,128.503818068888,경상남도 창원시 마산회원구 내서읍 삼계리 삼계10길 22,100.0
 동신1차아파트경로당 ,"경상남도 창원시  마산회원구 내서읍 중리상곡로 114,(동신아파트1차)",경상남도 창원시 마산회원구 내서읍 중리상곡로 114,35.250116896466,128.511141421511,경상남도 창원시 마산회원구 내서읍 중리 중리상곡로 114,100.0
 동신2차아파트경로당 ,"경상남도 창원시  마산회원구 내서읍 중리상곡로 134,(동신2차아파트)",경상남도 창원시 마산회원구 내서읍 중리상곡로 134,35.25097273069,128.51166009368,경상남도 창원시 마산회원구 내서읍 중리 중리상곡로 134,100.0
 백로아파트경로당 ,"경상남도 창원시  마산회원구 내서읍 중리상곡로 20-1,(중리백로아파트)",경상남도 창원시 마산회원구 내서읍 중리상곡로 20-1,35.244166541493,128.505622273546,경상남도 창원시 마산회원구 내서읍 중리 중리상곡로 20-1,100.0
 블루힐스아파트경로당 ,경상남도 창원시  마산회원구 내서읍 광려로 55 (삼계블루힐스아파트),경상남도 창원시 마산회원구 내서읍 광려로 55,35.222058810863,128.502722721781,경상남도 창원시 마산회원구 내서읍 삼계리 광려로 55,100.0
 삼계2주공아파트경로당 ,경상남도 창원시  마산회원구 내서읍 삼계2길 24(삼계2주공아파트),경상남도 창원시 마산회원구 내서읍 삼계2길 24,35.229185146852,128.502480652417,경상남도 창원시 마산회원구 내서읍 삼계리 삼계2길 24,100.0
 삼계남성경로당 ,"경상남도 창원시  마산회원구 내서읍 삼계숲길 3-1,삼계회관",경상남도 창원시 마산회원구 내서읍 삼계숲길 3-1,35.231338960692,128.500234134728,경상남도 창원시 마산회원구 내서읍 삼계리 삼계숲길 3-1,100.0
 삼계대동아파트경로당 ,"경상남도 창원시  마산회원구 내서읍 삼계5길 30,(삼계대동아파트)",경상남도 창원시 마산회원구 내서읍 삼계5길 30,35.231552196309,128.501928452636,경상남도 창원시 마산회원구 내서읍 삼계리 삼계5길 30,100.0
 삼계여성경로당 ,"경상남도 창원시  마산회원구 내서읍 삼계숲길 3-1,삼계회관",경상남도 창원시 마산회원구 내서읍 삼계숲길 3-1,35.231338960692,128.500234134728,경상남도 창원시 마산회원구 내서읍 삼계리 삼계숲길 3-1,100.0
 삼계현대아파트경로당 ,"경상남도 창원시  마산회원구 내서읍 삼풍로 82,(삼계현대아파트)",경상남도 창원시 마산회원구 내서읍 삼풍로 82,35.233954952673,128.502358108993,경상남도 창원시 마산회원구 내서읍 삼계리 삼풍로 82,100.0
